KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,T001106001,T001106002,T001106003,T001106004,T001106005,T001106006
112420180,2,日高市,大字南平沢,0,,,650,8,11,456,158,17
112420190,2,日高市,大字北平沢,0,,,222,7,13,157,34,11
112420200,2,日高市,大字田波目,0,,,227,4,1,150,62,10
112420210,2,日高市,大字山根,0,,,137,3,3,119,9,3
112420220,2,日高市,大字新堀新田,0,,,83,-,-,64,14,5
112420240,2,日高市,大字高萩,0,,,3916,17,34,2553,1246,66
112420250,2,日高市,大字下大谷沢,0,,,148,7,3,104,33,1
112420260,2,日高市,大字大谷沢,0,,,166,5,4,111,41,5
112420270,2,日高市,大字田木,0,,,81,11,6,40,23,1
112420280,2,日高市,大字高富,0,,,177,11,4,131,27,4
112420290,2,日高市,大字馬引沢,0,,,50,5,5,33,7,-
112420300,2,日高市,大字中沢,0,,,372,8,5,242,105,12
112420310,2,日高市,大字女影,0,,,688,6,13,451,209,9
112420320,2,日高市,大字女影新田,0,,,23,-,-,16,7,-
112420330,2,日高市,大字駒寺野新田,0,,,336,10,7,242,71,6
112420340,2,日高市,大字森戸新田,0,,,164,3,3,107,47,4
112420350,2,日高市,大字下高萩新田,0,,,100,2,3,64,28,3
112420360,2,日高市,大字旭ケ丘,0,,,816,17,15,634,130,20
112420370,3,日高市,横手,0,,,960,3,3,601,337,16
1.12E+10,4,日高市,横手一丁目,0,,,471,2,1,305,156,7
1.12E+10,4,日高市,横手二丁目,0,,,489,1,2,296,181,9
112420380,3,日高市,武蔵台,0,,,2018,4,10,1034,929,41
1.12E+10,4,日高市,武蔵台一丁目,0,,,433,3,-,213,207,10
1.12E+10,4,日高市,武蔵台二丁目,0,,,315,1,1,166,139,8
1.12E+10,4,日高市,武蔵台三丁目,0,,,357,-,3,189,158,7
1.12E+10,4,日高市,武蔵台四丁目,0,,,158,-,1,67,88,2
1.12E+10,4,日高市,武蔵台五丁目,0,,,350,-,3,166,173,8
1.12E+10,4,日高市,武蔵台六丁目,0,,,141,-,-,88,52,1
1.12E+10,4,日高市,武蔵台七丁目,0,,,264,-,2,145,112,5
112420400,3,日高市,高萩東,0,,,1158,4,2,663,470,19
1.12E+10,4,日高市,高萩東一丁目,0,,,465,1,1,246,207,10
1.12E+10,4,日高市,高萩東二丁目,0,,,446,2,1,276,164,3
1.12E+10,4,日高市,高萩東三丁目,0,,,247,1,-,141,99,6
112420410,3,日高市,四本木,0,,,372,1,1,222,144,4
1.12E+10,4,日高市,四本木一丁目,0,,,233,1,-,134,96,2
1.12E+10,4,日高市,四本木二丁目,0,,,139,-,1,88,48,2
112420420,3,日高市,高麗川,0,,,607,4,2,405,183,13
1.12E+10,4,日高市,高麗川一丁目,0,,,185,1,1,123,56,4
1.12E+10,4,日高市,高麗川二丁目,0,,,316,2,1,216,91,6
1.12E+10,4,日高市,高麗川三丁目,0,,,106,1,-,66,36,3
112420430,2,日高市,猿田上ノ台,0,,,42,-,-,29,13,-
11243,1,吉川市,,0,,,27876,135,175,18348,8383,835
112430010,2,吉川市,大字上内川,0,,,426,10,8,278,114,16
112430020,2,吉川市,大字下内川,0,,,156,3,7,95,41,10
112430030,2,吉川市,大字八子新田,0,,,119,3,-,75,34,7
112430040,2,吉川市,大字鍋小路,0,,,45,2,1,22,17,3
112430050,2,吉川市,大字川藤,0,,,751,18,13,484,202,34
112430060,2,吉川市,大字南広島,0,,,115,6,4,73,21,11
112430070,2,吉川市,大字拾壱軒,0,,,44,1,4,29,7,3
112430081,3,吉川市,三輪野江,0,,,41,3,6,22,8,2
1.12E+10,4,吉川市,三輪野江一丁目,0,,,11,2,3,5,1,-
1.12E+10,4,吉川市,三輪野江二丁目,0,,,30,1,3,17,7,2
112430082,2,吉川市,大字三輪野江,0,,,320,3,13,210,80,14
112430090,2,吉川市,大字土場,0,,,186,1,2,111,59,13
112430100,2,吉川市,大字飯島,0,,,57,1,1,35,17,3
112430110,2,吉川市,大字半割,0,,,136,1,5,92,34,4
112430120,2,吉川市,大字加藤,0,,,168,2,3,106,47,10
112430131,3,吉川市,吉屋,0,,,47,5,-,25,15,2
1.12E+10,4,吉川市,吉屋一丁目,0,,,37,2,-,19,14,2
1.12E+10,4,吉川市,吉屋二丁目,0,,,10,3,-,6,1,-
112430132,2,吉川市,大字吉屋,0,,,36,2,-,25,9,-
112430141,3,吉川市,関新田,0,,,55,3,4,32,14,2
1.12E+10,4,吉川市,関新田一丁目,0,,,29,1,3,19,5,1
1.12E+10,4,吉川市,関新田二丁目,0,,,26,2,1,13,9,1
112430142,2,吉川市,大字関新田,0,,,30,4,1,18,7,-
112430151,3,吉川市,上笹塚,0,,,183,6,3,128,35,11
1.12E+10,4,吉川市,上笹塚一丁目,0,,,60,2,2,34,19,3
1.12E+10,4,吉川市,上笹塚二丁目,0,,,41,-,1,35,4,1
1.12E+10,4,吉川市,上笹塚三丁目,0,,,82,4,-,59,12,7
112430152,2,吉川市,大字上笹塚,0,,,28,1,2,14,7,4
112430160,3,吉川市,会野谷,0,,,55,2,2,28,23,-
1.12E+10,4,吉川市,会野谷一丁目,0,,,12,-,1,7,4,-
1.12E+10,4,吉川市,会野谷二丁目,0,,,43,2,1,21,19,-
112430161,2,吉川市,大字会野谷,0,,,5,-,-,4,1,-
112430171,3,吉川市,中井,0,,,114,2,8,60,39,5
1.12E+10,4,吉川市,中井一丁目,0,,,52,2,7,29,12,2
1.12E+10,4,吉川市,中井二丁目,0,,,30,-,1,12,17,-
1.12E+10,4,吉川市,中井三丁目,0,,,32,-,-,19,10,3
112430172,2,吉川市,大字中井,0,,,-,-,-,-,-,-
112430180,2,吉川市,大字鹿見塚,0,,,33,1,1,23,6,2
112430190,3,吉川市,皿沼,0,,,37,2,-,26,8,1
1.12E+10,4,吉川市,皿沼一丁目,0,,,15,1,-,10,3,1
1.12E+10,4,吉川市,皿沼二丁目,0,,,22,1,-,16,5,-
112430201,3,吉川市,中島,0,,,93,4,4,60,16,9
1.12E+10,4,吉川市,中島一丁目,0,,,55,3,3,32,11,6
1.12E+10,4,吉川市,中島二丁目,0,,,23,1,1,16,2,3
1.12E+10,4,吉川市,中島三丁目,1,,202,15,-,-,12,3,-
112430202,2,吉川市,大字中島,2,20103,,X,X,X,X,X,X
112430210,2,吉川市,大字小松川,0,,,20,1,1,10,7,1
112430220,3,吉川市,二ツ沼,0,,,23,2,4,11,4,2
1.12E+10,4,吉川市,二ツ沼一丁目,0,,,8,-,1,3,2,2
1.12E+10,4,吉川市,二ツ沼二丁目,0,,,15,2,3,8,2,-
112430230,2,吉川市,大字平方新田,0,,,50,5,4,22,16,3
112430240,2,吉川市,大字深井新田,0,,,50,-,5,26,14,5
112430250,2,吉川市,大字須賀,0,,,101,3,5,71,16,6
112430260,2,吉川市,大字川野,0,,,85,-,2,60,20,3
112430270,2,吉川市,大字川富,0,,,13,-,-,10,3,-
112430280,2,吉川市,大字関,0,,,17,-,-,13,3,1
112430291,3,吉川市,吉川,0,,,1356,4,7,901,407,37
1.12E+10,4,吉川市,吉川一丁目,0,,,565,1,2,369,180,13
1.12E+10,4,吉川市,吉川二丁目,0,,,791,3,5,532,227,24
112430292,2,吉川市,大字吉川,0,,,1585,3,3,1121,417,41
112430301,2,吉川市,平沼,0,,,634,-,1,441,171,21
112430302,2,吉川市,大字平沼,0,,,1298,1,5,878,389,25
112430311,2,吉川市,保,0,,,1018,1,3,674,324,16
112430312,2,吉川市,大字保,0,,,2445,1,10,1549,814,71
112430331,3,吉川市,木売,0,,,788,3,1,449,314,21
1.12E+10,4,吉川市,木売一丁目,0,,,174,-,-,97,71,6
1.12E+10,4,吉川市,木売二丁目,0,,,466,2,1,269,183,11
1.12E+10,4,吉川市,木売三丁目,0,,,148,1,-,83,60,4
112430341,3,吉川市,高富,0,,,1080,2,3,673,367,35
1.12E+10,4,吉川市,高富一丁目,0,,,716,2,3,447,235,29
1.12E+10,4,吉川市,高富二丁目,0,,,364,-,-,226,132,6
112430342,2,吉川市,大字高富,0,,,16,-,-,7,7,2
112430351,3,吉川市,高久,0,,,1075,3,3,676,358,35
1.12E+10,4,吉川市,高久一丁目,0,,,741,3,2,454,254,28
1.12E+10,4,吉川市,高久二丁目,0,,,334,-,1,222,104,7
112430352,2,吉川市,大字高久,0,,,31,-,-,24,7,-
112430361,3,吉川市,中曽根,0,,,911,-,3,581,289,38
1.12E+10,4,吉川市,中曽根一丁目,0,,,513,-,2,339,149,23
1.12E+10,4,吉川市,中曽根二丁目,0,,,398,-,1,242,140,15
112430362,2,吉川市,大字中曽根,1,,372,109,-,1,72,26,10
112430371,3,吉川市,道庭,0,,,409,3,-,277,113,16
1.12E+10,4,吉川市,道庭一丁目,0,,,226,2,-,146,68,10
1.12E+10,4,吉川市,道庭二丁目,0,,,183,1,-,131,45,6
112430372,2,吉川市,大字道庭,2,362,,X,X,X,X,X,X
112430380,2,吉川市,大字富新田,0,,,95,1,2,65,26,1
112430390,2,吉川市,大字木売新田,0,,,250,2,-,175,63,10
112430400,2,吉川市,中野,0,,,997,-,3,629,313,52
112430410,3,吉川市,吉川団地,0,,,1865,4,2,953,833,73
1.12E+10,4,吉川市,吉川団地一街区,0,,,193,-,1,105,79,8
1.12E+10,4,吉川市,吉川団地二街区,0,,,430,-,-,210,200,20
1.12E+10,4,吉川市,吉川団地三街区,0,,,241,1,-,115,114,11
1.12E+10,4,吉川市,吉川団地四街区,0,,,511,3,-,253,237,18
1.12E+10,4,吉川市,吉川団地五街区,0,,,490,-,1,270,203,16
112430460,2,吉川市,中川台,0,,,196,-,-,93,98,5
112430470,2,吉川市,旭,0,,,-,-,-,-,-,-
112430480,2,吉川市,栄町,0,,,1671,3,6,1035,581,46
112430490,3,吉川市,新栄,0,,,480,2,2,266,197,13
1.12E+10,4,吉川市,新栄一丁目,0,,,224,1,1,134,85,3
1.12E+10,4,吉川市,新栄二丁目,0,,,256,1,1,132,112,10
112430500,3,吉川市,きよみ野,0,,,2030,2,2,1491,506,29
1.12E+10,4,吉川市,きよみ野一丁目,0,,,140,-,-,100,39,1
1.12E+10,4,吉川市,きよみ野二丁目,0,,,544,1,-,373,161,9
1.12E+10,4,吉川市,きよみ野三丁目,0,,,457,1,1,349,97,9
1.12E+10,4,吉川市,きよみ野四丁目,0,,,574,-,-,421,146,7
1.12E+10,4,吉川市,きよみ野五丁目,0,,,315,-,1,248,63,3
112430700,3,吉川市,美南,0,,,3898,3,5,3020,819,51
1.12E+10,4,吉川市,美南一丁目,0,,,739,-,-,539,193,7
1.12E+10,4,吉川市,美南二丁目,0,,,1619,-,3,1304,290,22
1.12E+10,4,吉川市,美南三丁目,0,,,352,-,-,266,82,4
1.12E+10,4,吉川市,美南四丁目,0,,,594,2,1,452,131,8
1.12E+10,4,吉川市,美南五丁目,0,,,594,1,1,459,123,10
11245,1,ふじみ野市,,0,,,49338,132,171,29347,18482,1206
112450010,2,ふじみ野市,川崎,0,,,189,4,2,120,60,3
112450020,3,ふじみ野市,川崎,0,,,228,-,2,148,74,4
1.12E+10,4,ふじみ野市,川崎一丁目,0,,,120,-,1,75,40,4
1.12E+10,4,ふじみ野市,川崎二丁目,0,,,108,-,1,73,34,-
112450030,3,ふじみ野市,清見,0,,,584,2,-,358,213,11
1.12E+10,4,ふじみ野市,清見一丁目,0,,,138,-,-,70,67,1
1.12E+10,4,ふじみ野市,清見二丁目,0,,,214,1,-,138,71,4
1.12E+10,4,ふじみ野市,清見三丁目,0,,,178,-,-,117,56,5
1.12E+10,4,ふじみ野市,清見四丁目,0,,,54,1,-,33,19,1
112450040,2,ふじみ野市,福岡,0,,,219,7,9,98,100,5
112450050,3,ふじみ野市,福岡,0,,,429,-,-,301,107,21
1.12E+10,4,ふじみ野市,福岡一丁目,0,,,189,-,-,137,40,12
1.12E+10,4,ふじみ野市,福岡二丁目,0,,,56,-,-,56,-,-
1.12E+10,4,ふじみ野市,福岡三丁目,0,,,184,-,-,108,67,9
112450061,2,ふじみ野市,池上,0,,,64,3,1,37,20,3
112450062,2,ふじみ野市,中福岡,0,,,174,-,-,117,56,1
112450071,2,ふじみ野市,本新田,0,,,101,-,-,60,36,5
112450072,2,ふじみ野市,水宮,0,,,162,1,2,95,59,5
112450073,2,ふじみ野市,福岡新田,0,,,26,-,-,19,7,-
112450080,3,ふじみ野市,新田,0,,,981,-,1,633,321,26
1.12E+10,4,ふじみ野市,新田一丁目,0,,,585,-,1,379,186,19
1.12E+10,4,ふじみ野市,新田二丁目,0,,,396,-,-,254,135,7
112450091,3,ふじみ野市,新駒林,0,,,927,2,-,605,292,28
1.12E+10,4,ふじみ野市,新駒林一丁目,0,,,229,1,-,139,81,8
1.12E+10,4,ふじみ野市,新駒林二丁目,0,,,112,1,-,83,26,2
1.12E+10,4,ふじみ野市,新駒林三丁目,0,,,370,-,-,250,104,16
1.12E+10,4,ふじみ野市,新駒林四丁目,0,,,216,-,-,133,81,2
112450092,3,ふじみ野市,駒西,0,,,812,2,2,466,318,24
1.12E+10,4,ふじみ野市,駒西一丁目,0,,,323,2,-,180,129,12
1.12E+10,4,ふじみ野市,駒西二丁目,0,,,258,-,2,160,92,4
1.12E+10,4,ふじみ野市,駒西三丁目,0,,,231,-,-,126,97,8
112450093,2,ふじみ野市,駒林,0,,,358,7,10,231,97,13
112450094,3,ふじみ野市,駒林元町,0,,,603,-,-,388,207,8
1.12E+10,4,ふじみ野市,駒林元町一丁目,0,,,63,-,-,51,10,2
1.12E+10,4,ふじみ野市,駒林元町二丁目,0,,,43,-,-,28,15,-
1.12E+10,4,ふじみ野市,駒林元町三丁目,0,,,242,-,-,155,85,2
1.12E+10,4,ふじみ野市,駒林元町四丁目,0,,,255,-,-,154,97,4
112450100,2,ふじみ野市,富士見台,0,,,609,1,1,336,261,10
112450110,3,ふじみ野市,上福岡,0,,,4848,3,5,2523,2203,114
1.12E+10,4,ふじみ野市,上福岡一丁目,0,,,1365,2,1,719,602,41
1.12E+10,4,ふじみ野市,上福岡二丁目,0,,,455,-,2,214,225,14
1.12E+10,4,ふじみ野市,上福岡三丁目,0,,,978,1,-,500,455,22
1.12E+10,4,ふじみ野市,上福岡四丁目,0,,,754,-,1,392,353,8
1.12E+10,4,ふじみ野市,上福岡五丁目,0,,,706,-,1,391,300,14
1.12E+10,4,ふじみ野市,上福岡六丁目,0,,,590,-,-,307,268,15
112450120,3,ふじみ野市,西,0,,,1842,2,2,966,849,23
1.12E+10,4,ふじみ野市,西一丁目,0,,,859,2,-,485,359,13
1.12E+10,4,ふじみ野市,西二丁目,0,,,983,-,2,481,490,10
112450130,3,ふじみ野市,北野,0,,,1519,-,3,759,710,47
1.12E+10,4,ふじみ野市,北野一丁目,0,,,723,-,1,317,378,27
1.12E+10,4,ふじみ野市,北野二丁目,0,,,796,-,2,442,332,20
112450140,3,ふじみ野市,大原,0,,,1281,1,1,714,528,37
1.12E+10,4,ふじみ野市,大原一丁目,0,,,901,1,-,494,379,27
1.12E+10,4,ふじみ野市,大原二丁目,0,,,380,-,1,220,149,10
112450150,3,ふじみ野市,福岡中央,0,,,1003,-,2,583,393,25
1.12E+10,4,ふじみ野市,福岡中央一丁目,0,,,323,-,-,183,135,5
1.12E+10,4,ふじみ野市,福岡中央二丁目,0,,,680,-,2,400,258,20
112450160,3,ふじみ野市,南台,0,,,1499,1,1,841,618,38
1.12E+10,4,ふじみ野市,南台一丁目,0,,,923,-,1,536,376,10
1.12E+10,4,ふじみ野市,南台二丁目,0,,,576,1,-,305,242,28
112450170,2,ふじみ野市,福岡武蔵野,0,,,368,1,-,196,157,14
112450180,2,ふじみ野市,丸山,0,,,703,-,1,426,254,22
112450190,3,ふじみ野市,霞ヶ丘,0,,,2173,-,8,1231,893,41
1.12E+10,4,ふじみ野市,霞ヶ丘一丁目,0,,,917,-,3,470,423,21
1.12E+10,4,ふじみ野市,霞ヶ丘二丁目,0,,,401,-,3,294,96,8
1.12E+10,4,ふじみ野市,霞ヶ丘三丁目,0,,,855,-,2,467,374,12
112450200,3,ふじみ野市,上野台,0,,,1788,-,6,1025,718,39
1.12E+10,4,ふじみ野市,上野台一丁目,0,,,1369,-,5,688,643,33
1.12E+10,4,ふじみ野市,上野台二丁目,0,,,361,-,1,289,66,5
1.12E+10,4,ふじみ野市,上野台三丁目,0,,,58,-,-,48,9,1
112450210,3,ふじみ野市,滝,0,,,438,1,10,277,140,10
1.12E+10,4,ふじみ野市,滝一丁目,0,,,166,-,2,112,50,2
1.12E+10,4,ふじみ野市,滝二丁目,0,,,171,1,5,92,66,7
1.12E+10,4,ふじみ野市,滝三丁目,0,,,101,-,3,73,24,1
112450220,3,ふじみ野市,上ノ原,0,,,670,2,2,419,228,19
1.12E+10,4,ふじみ野市,上ノ原一丁目,0,,,289,-,1,179,105,4
1.12E+10,4,ふじみ野市,上ノ原二丁目,0,,,189,2,1,118,61,7
1.12E+10,4,ふじみ野市,上ノ原三丁目,0,,,192,-,-,122,62,8
112450230,3,ふじみ野市,西原,0,,,520,-,1,339,170,10
1.12E+10,4,ふじみ野市,西原一丁目,0,,,329,-,-,224,99,6
1.12E+10,4,ふじみ野市,西原二丁目,0,,,191,-,1,115,71,4
112450240,3,ふじみ野市,松山,0,,,327,-,1,209,109,8
1.12E+10,4,ふじみ野市,松山一丁目,0,,,140,-,-,88,49,3
1.12E+10,4,ふじみ野市,松山二丁目,0,,,187,-,1,121,60,5
112450250,3,ふじみ野市,築地,0,,,449,3,3,286,144,13
1.12E+10,4,ふじみ野市,築地一丁目,0,,,94,-,2,54,34,4
1.12E+10,4,ふじみ野市,築地二丁目,0,,,150,2,-,95,52,1
1.12E+10,4,ふじみ野市,築地三丁目,0,,,205,1,1,137,58,8
112450260,3,ふじみ野市,中丸,0,,,201,1,1,137,60,2
1.12E+10,4,ふじみ野市,中丸一丁目,0,,,122,1,1,86,33,1
1.12E+10,4,ふじみ野市,中丸二丁目,0,,,79,-,-,51,27,1
112450270,3,ふじみ野市,長宮,0,,,279,3,2,174,89,11
1.12E+10,4,ふじみ野市,長宮一丁目,0,,,109,3,1,69,32,4
1.12E+10,4,ふじみ野市,長宮二丁目,0,,,170,-,1,105,57,7
112450280,2,ふじみ野市,中ノ島,0,,,75,1,2,46,25,1
112450290,3,ふじみ野市,仲,0,,,389,2,2,233,142,10
1.12E+10,4,ふじみ野市,仲一丁目,0,,,137,-,1,81,53,2
1.12E+10,4,ふじみ野市,仲二丁目,0,,,107,2,-,72,32,1
1.12E+10,4,ふじみ野市,仲三丁目,0,,,145,-,1,80,57,7
112450300,3,ふじみ野市,谷田,0,,,197,1,3,134,55,4
1.12E+10,4,ふじみ野市,谷田一丁目,0,,,36,-,1,26,9,-
1.12E+10,4,ふじみ野市,谷田二丁目,0,,,161,1,2,108,46,4
112450310,3,ふじみ野市,花ノ木,1,,031001;031002,47,-,-,28,19,-
1.12E+10,4,ふじみ野市,花ノ木一丁目,2,310,,X,X,X,X,X,X
1.12E+10,4,ふじみ野市,花ノ木二丁目,2,310,,X,X,X,X,X,X
112450320,3,ふじみ野市,元福岡,0,,,673,2,1,368,285,17
1.12E+10,4,ふじみ野市,元福岡一丁目,0,,,217,-,1,130,79,7
1.12E+10,4,ふじみ野市,元福岡二丁目,0,,,263,1,-,147,107,8
1.12E+10,4,ふじみ野市,元福岡三丁目,0,,,193,1,-,91,99,2
112450330,2,ふじみ野市,大井,0,,,1359,15,9,906,400,29
112450340,2,ふじみ野市,苗間,0,,,2081,6,8,1215,788,64
112450351,3,ふじみ野市,桜ケ丘,0,,,1498,-,1,871,585,41
1.12E+10,4,ふじみ野市,桜ケ丘一丁目,0,,,491,-,1,293,192,5
1.12E+10,4,ふじみ野市,桜ケ丘二丁目,0,,,422,-,-,247,158,17
1.12E+10,4,ふじみ野市,桜ケ丘三丁目,0,,,585,-,-,331,235,19
112450352,3,ふじみ野市,ふじみ野,0,,,1192,-,2,813,354,23
1.12E+10,4,ふじみ野市,ふじみ野一丁目,0,,,347,-,1,250,91,5
1.12E+10,4,ふじみ野市,ふじみ野二丁目,0,,,486,-,1,363,109,13
1.12E+10,4,ふじみ野市,ふじみ野三丁目,0,,,108,-,-,71,34,3
1.12E+10,4,ふじみ野市,ふじみ野四丁目,0,,,251,-,-,129,120,2
112450353,3,ふじみ野市,亀久保,0,,,2055,13,11,1193,778,60
1.12E+10,4,ふじみ野市,亀久保字赤土原（六七九番以前）,0,,,582,-,1,361,209,11
1.12E+10,4,ふじみ野市,亀久保字亀居,0,,,713,2,2,408,270,31
1.12E+10,4,ふじみ野市,亀久保字三角,0,,,408,8,5,271,116,8
1.12E+10,4,ふじみ野市,亀久保字大野原,0,,,352,3,3,153,183,10
112450360,3,ふじみ野市,鶴ケ岡,0,,,2915,4,13,1838,997,63
1.12E+10,4,ふじみ野市,鶴ケ岡一丁目,0,,,559,-,3,333,217,6
1.12E+10,4,ふじみ野市,鶴ケ岡二丁目,0,,,600,3,4,367,216,10
1.12E+10,4,ふじみ野市,鶴ケ岡三丁目,0,,,525,1,2,282,217,23
1.12E+10,4,ふじみ野市,鶴ケ岡四丁目,0,,,578,-,-,375,193,10
1.12E+10,4,ふじみ野市,鶴ケ岡五丁目,0,,,653,-,4,481,154,14
112450370,3,ふじみ野市,鶴ケ舞,0,,,1069,1,1,614,426,27
1.12E+10,4,ふじみ野市,鶴ケ舞一丁目,0,,,641,-,-,369,256,16
1.12E+10,4,ふじみ野市,鶴ケ舞二丁目,0,,,282,-,-,150,125,7
1.12E+10,4,ふじみ野市,鶴ケ舞三丁目,0,,,146,1,1,95,45,4
112450380,2,ふじみ野市,大井武蔵野,0,,,746,12,9,455,239,31
112450390,2,ふじみ野市,西鶴ケ岡,0,,,125,-,1,69,47,8
112450400,3,ふじみ野市,西鶴ケ岡,0,,,659,-,1,414,220,24
1.12E+10,4,ふじみ野市,西鶴ケ岡一丁目,0,,,-,-,-,-,-,-
1.12E+10,4,ふじみ野市,西鶴ケ岡二丁目,0,,,659,-,1,414,220,24
112450410,3,ふじみ野市,緑ケ丘,0,,,657,5,5,378,249,20
1.12E+10,4,ふじみ野市,緑ケ丘一丁目,0,,,243,3,1,157,76,6
1.12E+10,4,ふじみ野市,緑ケ丘二丁目,0,,,414,2,4,221,173,14
112450420,2,ふじみ野市,東久保,0,,,698,2,2,430,248,16
112450430,3,ふじみ野市,大井,0,,,569,6,5,396,153,9
1.12E+10,4,ふじみ野市,大井一丁目,0,,,155,5,3,85,59,3
1.12E+10,4,ふじみ野市,大井二丁目,0,,,414,1,2,311,94,6
112450440,2,ふじみ野市,苗間,0,,,272,-,-,181,87,4
112450450,2,ふじみ野市,旭,0,,,300,-,-,213,77,10
112450460,3,ふじみ野市,うれし野,0,,,1006,1,3,671,319,12
1.12E+10,4,ふじみ野市,うれし野一丁目,0,,,333,-,3,222,101,7
1.12E+10,4,ふじみ野市,うれし野二丁目,0,,,673,1,-,449,218,5
112450470,3,ふじみ野市,市沢,0,,,1583,2,6,1058,489,28
1.12E+10,4,ふじみ野市,市沢一丁目,0,,,505,2,4,269,221,9
1.12E+10,4,ふじみ野市,市沢二丁目,0,,,442,-,1,315,121,5
1.12E+10,4,ふじみ野市,市沢三丁目,0,,,636,-,1,474,147,14
112450480,3,ふじみ野市,大井中央,0,,,1400,3,2,796,572,27
1.12E+10,4,ふじみ野市,大井中央一丁目,0,,,234,-,-,135,98,1
1.12E+10,4,ふじみ野市,大井中央二丁目,0,,,370,-,1,202,159,8
1.12E+10,4,ふじみ野市,大井中央三丁目,0,,,493,3,1,274,201,14
1.12E+10,4,ふじみ野市,大井中央四丁目,0,,,303,-,-,185,114,4
112450490,3,ふじみ野市,亀久保,0,,,1399,9,5,910,437,38
1.12E+10,4,ふじみ野市,亀久保一丁目,0,,,344,1,-,221,112,10
1.12E+10,4,ふじみ野市,亀久保二丁目,0,,,430,-,2,276,147,5
1.12E+10,4,ふじみ野市,亀久保三丁目,0,,,333,4,1,232,85,11
1.12E+10,4,ふじみ野市,亀久保四丁目,0,,,292,4,2,181,93,12
11246,1,白岡市,,0,,,20484,165,168,14161,5476,514
112460010,2,白岡市,岡泉,0,,,290,10,9,181,75,15
112460020,2,白岡市,実ヶ谷,0,,,306,7,8,198,83,10
112460030,2,白岡市,千駄野,0,,,1320,11,9,908,368,24
112460040,3,白岡市,小久喜,0,,,4542,4,9,3193,1252,84
1.12E+10,4,白岡市,小久喜,0,,,1154,2,2,783,344,23
1.12E+10,4,白岡市,小久喜,0,,,3388,2,7,2410,908,61
112460050,2,白岡市,上野田 下野田,0,,,952,11,16,565,335,25
112460060,2,白岡市,上野田 下野田,0,,,440,9,4,255,148,24
112460070,2,白岡市,上野田 下野田,0,,,370,12,12,238,89,19
112460080,2,白岡市,太田新井,0,,,482,11,8,290,151,22
112460090,2,白岡市,彦兵衛,0,,,188,1,-,106,73,8
112460100,2,白岡市,篠津,0,,,1271,13,16,861,344,37
112460110,2,白岡市,野牛 篠津,0,,,157,11,1,93,41,11
112460120,2,白岡市,高岩,0,,,586,2,9,441,118,16
112460130,3,白岡市,新白岡,0,,,3470,7,14,2599,789,61
1.12E+10,4,白岡市,新白岡一丁目,0,,,359,1,2,281,66,9
1.12E+10,4,白岡市,新白岡二丁目,0,,,480,1,2,327,144,6
1.12E+10,4,白岡市,新白岡三丁目,0,,,860,1,7,588,254,10
1.12E+10,4,白岡市,新白岡四丁目,0,,,403,-,-,321,78,4
1.12E+10,4,白岡市,新白岡五丁目,0,,,313,-,-,224,77,12
1.12E+10,4,白岡市,新白岡六丁目,0,,,136,-,-,115,20,1
1.12E+10,4,白岡市,新白岡七丁目,0,,,286,2,-,226,54,4
1.12E+10,4,白岡市,新白岡八丁目,0,,,389,-,3,316,61,9
1.12E+10,4,白岡市,新白岡九丁目,0,,,244,2,-,201,35,6
112460160,2,白岡市,高岩 篠津 寺塚,0,,,140,3,4,94,34,5
112460171,2,白岡市,白岡東,0,,,332,1,1,240,87,3
112460172,2,白岡市,白岡,0,,,2401,10,9,1643,679,60
112460180,2,白岡市,西,0,,,204,-,-,138,65,1
112460190,2,白岡市,西,0,,,369,5,-,253,101,10
112460200,2,白岡市,西,0,,,263,-,-,202,57,4
112460210,2,白岡市,西,0,,,275,-,1,180,86,8
112460220,2,白岡市,西,0,,,296,2,3,198,82,11
112460230,2,白岡市,西,0,,,161,-,1,114,43,3
112460240,2,白岡市,西,0,,,267,-,1,206,48,12
112460250,2,白岡市,西,0,,,313,-,2,243,64,4
112460260,2,白岡市,西,0,,,252,1,-,190,58,3
112460270,2,白岡市,西,0,,,332,2,1,237,85,7
112460280,2,白岡市,柴山,0,,,185,13,11,99,49,13
112460290,2,白岡市,荒井新田 下大崎,0,,,78,9,10,40,13,6
112460300,2,白岡市,下大崎,0,,,242,10,9,156,59,8
11301,1,伊奈町,,0,,,17793,98,100,11864,5371,360
113010010,3,伊奈町,大字小室,0,,,5819,59,44,3692,1863,161
1.13E+10,4,伊奈町,大字小室,0,,,558,10,4,366,167,11
1.13E+10,4,伊奈町,大字小室,0,,,705,9,9,438,229,20
1.13E+10,4,伊奈町,大字小室,0,,,563,6,4,362,173,18
1.13E+10,4,伊奈町,大字小室,0,,,1192,6,11,747,395,33
1.13E+10,4,伊奈町,大字小室,0,,,931,14,3,664,230,20
1.13E+10,4,伊奈町,大字小室,1,,1008,556,12,11,349,165,19
1.13E+10,4,伊奈町,大字小室,0,,,561,-,-,358,186,17
1.13E+10,4,伊奈町,大字小室,2,1006,,X,X,X,X,X,X
1.13E+10,4,伊奈町,大字小室,0,,,211,1,-,116,83,11
1.13E+10,4,伊奈町,大字小室,0,,,542,1,2,292,235,12
113010020,3,伊奈町,大字大針,0,,,1507,11,24,1005,436,31
